panel,dataset_id,dataset,epsilon,seed,fault_mode,evidence_type,n_test,fault_rate,stuck_value,method,auroc,auprc,runtime_sec
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_lof,0.5541000694927033,0.2236590736971385,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_subseq_nn,0.4975503822098679,0.19782812783074735,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_iforest,0.5012219133657633,0.1973955995561132,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_lof,0.5370183769593082,0.22007481128898077,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_subseq_nn,0.5001718014052969,0.2032985292140013,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,privsaf_matched_mixture,0.7997278202455409,0.4246410883656656,0.018938699999125674
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_iforest,0.7772160450930431,0.37124630353888055,8.999923011288047e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_lof,0.4072967338429465,0.16684909449886118,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_subseq_nn,0.4953362674696935,0.20394317292327388,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_iforest,0.7745618098988495,0.43845744290140976,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_lof,0.4626611844645201,0.19519666041493883,8.00006091594696e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_subseq_nn,0.48187591691761256,0.19147361790784426,9.00006853044033e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,privsaf_matched_mixture,0.9524949810825418,0.8405647245999748,0.031120799991185777
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_iforest,0.8041965871361285,0.4093233871780074,1.1999945854768157e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_lof,0.7763184310091885,0.4141772454599672,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_subseq_nn,0.5749150644737859,0.22310826217763824,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_iforest,0.7906899081152035,0.42293127984970125,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_lof,0.7755424291560497,0.4441949082921129,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_subseq_nn,0.6317350011582117,0.2727384124321509,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,privsaf_matched_hmm,0.9543432939541348,0.8303310870653201,0.8072015999932773
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_iforest,0.9151378271948112,0.6341641332520476,8.00006091594696e-07
