panel,dataset_id,dataset,epsilon,seed,fault_mode,n_test,fault_rate,true_bucket,method,auroc,auprc,runtime_sec,estimated_bucket,bucket_hit,estimated_fault_rate
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,1,channel_window_glr_scan,0.8467927187089801,0.5029774318612547,0.0238002999976743,0,0.0,0.19121734296831572
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,1,generic_pm_hmm,0.8950196895992587,0.5753267970880745,0.3196691000048304,1,1.0,0.4367291657192504
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,1,privsaf_matched_hmm,0.9110493398193191,0.6242233029538599,0.5004289000062272,1,1.0,0.38522520102767954
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,22,channel_likelihood_scan,0.7645683730986024,0.35565068016719137,0.0004050999996252358,6,0.0,0.17565314063368537
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,22,channel_llr_cusum,0.5648444135587986,0.24275580289493742,0.003979599990998395,23,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,22,channel_window_glr_scan,0.932467570071809,0.674268849138123,0.02116760000353679,22,1.0,0.19733185102834908
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,22,generic_pm_hmm,0.9992317195583352,0.9968506712321277,0.31341089999477845,22,1.0,0.20920350173904723
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,segment_stuck,1799,0.2001111728738188,22,privsaf_matched_hmm,0.9993282372017606,0.9972576189559763,0.5099631000048248,22,1.0,0.2071364118401725
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,template_stuck,1799,0.2001111728738188,0,channel_likelihood_scan,0.5657352714076134,0.22881678262901584,0.00044639999396167696,6,0.0,0.19399666481378544
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,template_stuck,1799,0.2001111728738188,0,channel_llr_cusum,0.45129333642189784,0.17674210658701112,0.004214699991280213,0,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,template_stuck,1799,0.2001111728738188,0,channel_window_glr_scan,0.6182746506061307,0.2677340801529837,0.021284300004481338,0,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,template_stuck,1799,0.2001111728738188,0,generic_pm_hmm,0.7708999305072967,0.4014354490665317,0.31388470000820234,0,1.0,0.42728583438515755
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,1,template_stuck,1799,0.2001111728738188,0,privsaf_matched_hmm,0.7973843718631766,0.43920527817140564,0.506407400011085,0,1.0,0.3185507874073109
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,1,channel_likelihood_scan,0.539272063933287,0.22325006906175465,0.0004532000020844862,6,0.0,0.17398554752640355
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,1,channel_llr_cusum,0.4958806269786117,0.19714025477488523,0.004116199997952208,0,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,1,channel_window_glr_scan,0.47758570766736164,0.19274406484676837,0.022458599996753037,1,1.0,0.19788771539744301
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,1,generic_pm_hmm,0.5150374488456491,0.21123932775768128,0.3153846000059275,2,0.0,0.4805966426245488
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,1,privsaf_matched_mixture,0.6622509844799629,0.3078095795546386,0.010673700002371334,1,1.0,0.3515151515151515
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,22,channel_likelihood_scan,0.7564078063470002,0.36318038381988116,0.0003862000012304634,6,0.0,0.1934408004446915
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,22,channel_llr_cusum,0.489861786734615,0.2002492570884634,0.00395359999674838,23,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,22,channel_window_glr_scan,0.48708400895683734,0.19929856553778164,0.020740499996463768,1,0.0,0.19010561423012784
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,22,generic_pm_hmm,0.5440352096363216,0.22088738114758205,0.31763050000881776,17,0.0,0.28640804106692275
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,iid_stuck,1799,0.2001111728738188,22,privsaf_matched_mixture,0.8073768434869895,0.49575064364795995,0.010713800002122298,22,1.0,0.15636363636363637
channel_baseline_ablation,air_quality,UCI Air Quality,2.0,2,segment_stuck,1799,0.2001111728738188,1,channel_likelihood_scan,0.5213043394332484,0.21610542470487965,0.0005390000005718321,6,0.0,0.18232351306281266
