panel,dataset_id,dataset,case,epsilon,seed,method,feature_aggregation,calibration,n_rows,n_test,fault_rate,auroc,auprc,runtime_sec
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,generic_pm_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.4518670950748201,0.18684673239634692,0.6648265000112588
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,pm_column_likelihood_scan,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.6581637866436568,0.2958910421377512,0.0019401999888941646
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,pm_llr_cusum,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.45382956016258313,0.17197937514261177,0.020810600006370805
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,pm_window_glr,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.6779394400417811,0.6053332729254577,0.11214659998950083
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,privsaf_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.4525551215967665,0.194836661482995,2.654325399984373
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck202,4.0,2,privsaf_mixture,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.20051194539249148,0.42112389018824226,0.17150783665315855,0.0437619000003906
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,generic_pm_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.527640832871397,0.3255675064725438,0.6831324999948265
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,pm_column_likelihood_scan,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.5548815133037694,0.34558230489292063,0.002252899983432144
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,pm_llr_cusum,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.4718269297394679,0.2644254719249562,0.021638500009430572
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,pm_window_glr,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.780412451496674,0.6067435488060966,0.11368410001159646
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,privsaf_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.5311313400776053,0.3324136935266446,2.6832711000170093
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,0,privsaf_mixture,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.46660719235033254,0.27992719022832346,0.04771770002844278
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,generic_pm_hmm,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.45272571369179604,0.27129338571398437,0.6697294999903534
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,pm_column_likelihood_scan,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.565106187638581,0.3435888576269529,0.0017755000008037314
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,pm_llr_cusum,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.47874861419068737,0.26666277688531353,0.022574000002350658
wsn_labeled_stuck_pmldp,wsn_stuck_at,Prepared WSN stuck-at labels,stuck302,2.0,1,pm_window_glr,max_rank_over_final_timestep_4_scalar_features,normal_label_rows_in_first_half,4688,2344,0.3003412969283277,0.5588401642184035,0.33054357595953543,0.115022299985867
