dataset,stream,epsilon,seed,fault_mode,fault_rate,segment_length,repair_method,mask_source,review_budget_points,block_size_for_hourly_mean,mae,rmse,fault_point_mae,clean_point_mae,false_clean_repair_fraction,downstream_mean_abs_error,downstream_hourly_mean_abs_error,downstream_p95_abs_error,downstream_exceedance_count_abs_error,downstream_exceedance_rate_abs_error,exceedance_threshold_q90
beijing_air,Aotizhongxin PM2.5,2.0,1,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.24518819824846455,0.318939892132854,0.40786725901583054,0.2045184330566231,0.8,0.16267355636541614,0.18720429818655104,0.06825118267289859,325.0,0.2708333333333333,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.11323844641101279,0.3363297459386686,0.5251704359226483,0.0102554490331039,0.07916666666666666,0.10423058013765973,0.10500737463126847,0.6784660766961653,118.0,0.09833333333333333,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.007824483775811209,0.030642707952728283,0.03912241887905605,0.0,0.0,0.00013520157325463966,0.004225663716814151,0.005899705014749235,5.0,0.004166666666666667,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,segment_stuck,0.2,48,no_repair,none,240,24,0.20405113077679451,0.46992962045370595,1.0202556538839724,0.0,0.0,0.2040511307767945,0.20405113077679451,0.6784660766961653,204.0,0.17,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,segment_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.2415833270210382,0.3131732014476217,0.37601809891857935,0.20797463404665292,0.8,0.15590918887588356,0.18215441789247588,0.06825118267289859,291.0,0.2425,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.07109045378831227,0.2148492962798916,0.3426587039901793,0.003198391237845515,0.0075,0.04791297935103256,0.06526554389334799,0.2855012049001706,67.0,0.05583333333333333,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.034482371119539265,0.10813850202902114,0.1724118555976963,0.0,0.0,0.01777777777777767,0.02800413380691509,0.0471976401179941,36.0,0.03,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,2,iid_stuck,0.2,48,no_repair,none,240,24,0.21228121927236973,0.4855120294262784,1.0614060963618488,0.0,0.0,0.21228121927236981,0.21228121927236976,0.6784660766961653,211.0,0.17583333333333334,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,2,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.25808882615892764,0.3297746614953001,0.4089457360492672,0.2203745986863428,0.8,0.18098481854533988,0.20767103524580158,0.06825118267289859,356.0,0.2966666666666667,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,2,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.12563094067518848,0.3513357635582261,0.5588262045231073,0.017332124713208788,0.08916666666666667,0.11859882005899702,0.11928220255653885,0.6784660766961653,129.0,0.1075,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,2,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.006999344477220584,0.02294610063877266,0.03499672238610292,0.0,0.0,0.0009882005899705115,0.004164208456243844,0.01179941002949847,6.0,0.005,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,2,segment_stuck,0.2,48,no_repair,none,240,24,0.2177384464110128,0.49105325603964795,1.0886922320550638,0.0,0.0,0.21773844641101286,0.2177384464110128,0.6784660766961653,229.0,0.19083333333333333,-0.3746312684365781
