station_id,station_file,station_url,page_url,size,size_mb,start,end,rows,qc_tests,station_file_sha256,station_file_bytes
030090-99999,hadisd.3.4.3.2025f_19310101-20250829_030090-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_030090-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,502K,0.490234375,1978-10-03 00:00,2006-04-10 18:00,31242,71,a70d06bce4285dd9a5693588cef6757546259f8f74423385e993fd0a34f7c14f,272893
083905-99999,hadisd.3.4.3.2025f_19310101-20250829_083905-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_083905-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,514K,0.501953125,2007-06-29 07:00,2025-08-22 13:00,39897,71,e2b8138ddfd3d64f6460b4dc342f6c33c5df8093609e4bfe878038563dc79754,260083
031610-99999,hadisd.3.4.3.2025f_19310101-20250829_031610-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031610-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,519K,0.5068359375,1973-01-08 08:00,2006-03-16 18:00,41112,71,0d39130c7542860f623ba57fa52930fc0d11aa9f3f661313c41dc045a47f01fe,239120
030290-99999,hadisd.3.4.3.2025f_19310101-20250829_030290-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_030290-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,611K,0.5966796875,1973-01-01 00:00,2002-10-27 12:00,37889,71,a8b3ca98c17ca7d15431004593ce61be42395862b03fa2cafc2272df899b6b41,355846
034020-99999,hadisd.3.4.3.2025f_19310101-20250829_034020-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_034020-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,616K,0.6015625,1973-01-01 09:00,2004-02-11 16:00,44362,71,31ae58e1296d65ae1925822cce25e2f4432c20eca04915e6f11cb2d6a2f534d8,350265
034010-99999,hadisd.3.4.3.2025f_19310101-20250829_034010-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_034010-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,690K,0.673828125,1973-01-06 12:00,2003-07-22 18:00,57599,71,5478b271114f9181337c4fcf135bc459496c42e673a9f81de3db9a7f7c68cb15,378980
024280-99999,hadisd.3.4.3.2025f_19310101-20250829_024280-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024280-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,723K,0.7060546875,1977-07-01 03:00,2004-08-01 06:00,42570,71,c56f6be2767e80bf22d546cd81cc2a76bf9541162e6db9839a1a1d43c2c17fd5,469075
037850-99999,hadisd.3.4.3.2025f_19310101-20250829_037850-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_037850-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,729K,0.7119140625,1980-09-10 15:00,2001-12-31 18:00,34408,71,09bb052805eb7c37680982f2bcab5658dc7d3d5e125eb45ecf5e241f06817f9b,482438
025550-99999,hadisd.3.4.3.2025f_19310101-20250829_025550-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025550-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,775K,0.7568359375,1977-07-01 06:00,2003-01-02 00:00,42833,71,507a2504da2cb47305fa4fa921b590f59af59924c52a34c67f83db5a2ba8d179,505806
039050-99999,hadisd.3.4.3.2025f_19310101-20250829_039050-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039050-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,783K,0.7646484375,1973-01-01 06:00,2001-11-16 06:00,35142,71,4ad821a8a1daee2561e9504e05437de5495f54a5f970777f186c0efb908c1592,533124
023060-99999,hadisd.3.4.3.2025f_19310101-20250829_023060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,784K,0.765625,1977-07-01 00:00,2017-12-08 15:00,44582,71,61f0e95ec13d88397b11c751b847503d5426686016bed0f918f83c84ba030fcd,527635
062580-99999,hadisd.3.4.3.2025f_19310101-20250829_062580-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062580-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,784K,0.765625,2006-08-09 14:00,2025-08-24 21:00,158733,71,3ef52adc0d1df61f2bd6dc995e00b23e97beac05509c564ce73637ca72f7a730,219635
025880-99999,hadisd.3.4.3.2025f_19310101-20250829_025880-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025880-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,786K,0.767578125,1977-07-01 03:00,2002-05-13 18:00,45345,71,8ce1a119576620f73601e3519d27793e54d5583eb08bf9ede9556714143920c3,511790
034145-99999,hadisd.3.4.3.2025f_19310101-20250829_034145-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_034145-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,787K,0.7685546875,1994-08-31 13:00,2025-08-24 21:00,62014,71,3369819994352981281d0f05989802447a3416a951fa308581da9d49f6d9abe3,479337
070340-99999,hadisd.3.4.3.2025f_19310101-20250829_070340-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_070340-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,811K,0.7919921875,1986-10-01 06:00,2025-01-13 11:00,67552,71,60978ba19e9f709db5cda2b1f79ce9d47bfe8a55052ba7ffe05e11d7942b12d8,440587
025300-99999,hadisd.3.4.3.2025f_19310101-20250829_025300-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025300-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,813K,0.7939453125,1973-01-01 03:00,1996-01-27 03:00,47950,71,3a1b5b8327dd2df0d9cc7d001e9aaed4f53ca6de255c5ae465dc335611676624,519352
085944-99999,hadisd.3.4.3.2025f_19310101-20250829_085944-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085944-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,814K,0.794921875,2008-09-02 08:00,2025-02-02 19:00,71794,71,62eeaec86b461cbab0fd016975b84f6ea9d4b1a67025b8b26a21cee5c15cd3db,452651
033723-99999,hadisd.3.4.3.2025f_19310101-20250829_033723-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_033723-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,821K,0.8017578125,1995-11-29 08:00,2025-08-24 21:00,67580,71,3fd674f178792957775c30d1b42e69276293e07f5ab520ecdc87a1eb6fd2e03d,489973
031180-99999,hadisd.3.4.3.2025f_19310101-20250829_031180-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031180-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,826K,0.806640625,1973-01-01 00:00,2005-07-31 18:00,51173,71,7f305ab6f87f4008aaf2b02bbb1605a8a01d7f0c134b339a48e019019e1ad103,528613
025240-99999,hadisd.3.4.3.2025f_19310101-20250829_025240-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025240-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,834K,0.814453125,1973-01-01 03:00,2006-03-31 12:00,44775,71,992afd9ef366b8394525598d1ac3e1496d739f4289226fbb8cb4beb963d31a37,558962
039250-99999,hadisd.3.4.3.2025f_19310101-20250829_039250-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039250-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,838K,0.818359375,1973-03-13 21:00,2002-01-01 00:00,51140,71,2e55dc1b25ce77261c7a5bb68cc12ecb7b0626beb6b5e8dae9a05d178ba52bcf,549537
025080-99999,hadisd.3.4.3.2025f_19310101-20250829_025080-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025080-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,870K,0.849609375,1973-01-01 03:00,2005-05-25 08:00,46987,71,502106f38dbf6b58b22b63665f7b5da6da41ae5b44389152850e46de3c5e5984,581015
022000-99999,hadisd.3.4.3.2025f_19310101-20250829_022000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,873K,0.8525390625,1973-01-01 06:00,2004-12-25 18:00,48823,71,714a43185ff37ae5731f43a1e5f6216b11f9e4fe8d94030ec4cbdf08afc0b91d,603930
080144-99999,hadisd.3.4.3.2025f_19310101-20250829_080144-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_080144-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,878K,0.857421875,2004-05-25 11:00,2025-08-22 13:00,76456,71,2ce13e2f4a9f197c74ee365a7da6297988afc41681663421b03f3f5d8c434348,541645
013060-99999,hadisd.3.4.3.2025f_19310101-20250829_013060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_013060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,883K,0.8623046875,1973-01-01 00:00,2004-12-29 00:00,39730,71,e620c621c81d74ee9df4fe6f5f2a006e647dfbaf9f68eec14b832fc2b4ba2331,613835
024060-99999,hadisd.3.4.3.2025f_19310101-20250829_024060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,885K,0.8642578125,1973-01-01 00:00,2004-04-24 06:00,53153,71,8824fa8aa9cf1e2154d4f81135dee96ce1a9c4f3eac39c7050ff4dc70567d0a3,605572
014280-99999,hadisd.3.4.3.2025f_19310101-20250829_014280-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_014280-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,889K,0.8681640625,1973-01-01 10:00,2007-08-13 09:00,70977,71,3de580927b7b0655a3325fe0a1953b8eec4cb209c90caa8376a86f67c2524757,549927
085370-99999,hadisd.3.4.3.2025f_19310101-20250829_085370-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085370-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,891K,0.8701171875,1999-01-04 15:00,2025-08-22 16:00,43672,71,d4d7f357f38108478f39c2e8fc0668381801cff32764d11f1830beacf086d959,613054
022620-99999,hadisd.3.4.3.2025f_19310101-20250829_022620-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022620-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,892K,0.87109375,1973-01-01 00:00,2004-03-06 18:00,52569,71,e42a7332f619acc80113b3139aecff5162a0b376a19c8fb66eb2608b2242ed9c,606066
026500-99999,hadisd.3.4.3.2025f_19310101-20250829_026500-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026500-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,892K,0.87109375,1977-07-01 00:00,2005-08-14 18:00,51170,71,345e6fb2a0c3286242bc426a63071ca41f45ab2f78a57558e8505b67413d842d,581494
031310-99999,hadisd.3.4.3.2025f_19310101-20250829_031310-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031310-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,892K,0.87109375,1973-01-01 00:00,2005-08-28 18:00,43594,71,546bcabf737d192e8cc2ee91596975fad1d5298bbf8339f3ca05c8d23dffb029,616895
039060-99999,hadisd.3.4.3.2025f_19310101-20250829_039060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,892K,0.87109375,1977-08-03 06:00,2004-12-31 12:00,52594,71,c0c3ef9ead4f00258b6c21dd7ef94a6a14adf90d73101e07f12f3dab14fea478,609693
062290-99999,hadisd.3.4.3.2025f_19310101-20250829_062290-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062290-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,901K,0.8798828125,1996-09-01 00:00,2025-08-24 21:00,180856,71,872ba79b0a1b5c04b953b3ec354b6df8c3ccf63ff92aca9a1f250426c723b0f9,291581
023420-99999,hadisd.3.4.3.2025f_19310101-20250829_023420-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023420-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,921K,0.8994140625,1973-01-01 06:00,1996-01-03 21:00,56692,71,142db0a18b0826d4abf609f4e683ca47aca61ea28f1cf82d12d2526285b45ea3,641525
044160-99999,hadisd.3.4.3.2025f_19310101-20250829_044160-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_044160-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,924K,0.90234375,1998-03-01 03:00,2020-12-08 06:00,55576,71,636dd0e4702a2233b61d8e9f85c78504d2c20034066b43fb09d42463668d19b3,627503
021640-99999,hadisd.3.4.3.2025f_19310101-20250829_021640-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021640-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,925K,0.9033203125,1973-05-01 07:00,2003-07-19 18:00,43405,71,637a775b849d4366d65416de25429e5c6dd4c721d068f9c339cf71ee6e745f39,655060
022340-99999,hadisd.3.4.3.2025f_19310101-20250829_022340-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022340-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,925K,0.9033203125,1979-01-05 21:00,1995-11-30 18:00,40995,71,b188b5a8765374e02176b4444e68eff0711747f3927608814f2b4cbd1b00f744,655931
062000-99999,hadisd.3.4.3.2025f_19310101-20250829_062000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,940K,0.91796875,1949-01-01 06:00,2009-02-02 06:00,47796,71,67bae3b9bb2d76860c4365e599527fa2958247dd1d58d44dbc14e728d70a60ef,654794
029210-99999,hadisd.3.4.3.2025f_19310101-20250829_029210-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029210-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,943K,0.9208984375,1974-03-01 00:00,2005-03-31 18:00,49429,71,9e5c9c2fe1e90f7615ce70ddc0a0d7b3fd72f2d77898f669064e74b6f2bf27fc,630907
031520-99999,hadisd.3.4.3.2025f_19310101-20250829_031520-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031520-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,961K,0.9384765625,1973-01-01 09:00,2023-10-04 13:00,52907,71,308e1857c868641e7e183e16e839d7fded4ae994d3d22fe1a444f65748393882,660732
029010-99999,hadisd.3.4.3.2025f_19310101-20250829_029010-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029010-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,972K,0.94921875,1973-01-01 03:00,2005-08-22 18:00,51170,71,e34514c963a017586fb0486457ddeb891f21abb5bfbeb32c9dde0e9fbb0368fd,672656
