dataset_id,dataset,target,epsilon,seed,fault_mode,dropout_length,rho_normal,rho_dropout,fault_rate,method,auroc,auprc,recall_at_1pct_fpr,median_detection_delay,segment_iou_at_1pct_fpr
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9992393963616986,0.9955273927119005,1.0,0.0,0.9300699300699301
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.993239347915607,0.9479663286531467,0.8,0.0,0.8531468531468531
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9998255940701983,0.9990886466376343,1.0,0.0,0.9370629370629371
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9946176392219558,0.9764575607307135,0.75,2.5,0.856655290102389
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9998570840297458,0.999165287094358,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9935300244652763,0.9636004006859294,0.8,0.0,0.8823529411764706
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9999273308625827,0.9995924678359642,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9938861032386213,0.9621170561993236,0.8,0.0,0.8846153846153846
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9999685100404525,0.9998268751945222,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9950948332243296,0.9799929813490031,0.75,0.0,0.8858131487889274
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.25,0.15,privsaf_dropout_hmm,0.9673842592592592,0.8767073515714854,0.8695652173913043,1.0,0.5590551181102362
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.25,0.15,rolling_missing_fraction,0.9464208877995641,0.7901456026803406,0.782608695652174,1.0,0.553030303030303
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.25,0.15,privsaf_dropout_hmm,0.958656045751634,0.8574940919713,0.8695652173913043,0.0,0.5748031496062992
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.25,0.15,rolling_missing_fraction,0.9275354030501091,0.7268097473594033,0.782608695652174,1.0,0.5138539042821159
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.25,0.15,privsaf_dropout_hmm,0.9735430283224399,0.9017230486260803,0.9130434782608695,1.0,0.6771653543307087
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.25,0.15,rolling_missing_fraction,0.9581120642701526,0.806745390862984,0.782608695652174,1.0,0.5538847117794486
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.5,0.15,privsaf_dropout_hmm,0.9972644335511983,0.9860007753881243,1.0,0.0,0.868766404199475
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.5,0.15,rolling_missing_fraction,0.9868879357298475,0.9089466295024348,0.9565217391304348,1.0,0.6675257731958762
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.5,0.15,privsaf_dropout_hmm,0.9917102396514161,0.9614900241656167,1.0,0.0,0.8162729658792651
household_power,UCI Household Power,Global_active_power hourly sample,0.5,1,dropout,16,0.01,0.5,0.15,rolling_missing_fraction,0.9828261165577342,0.8769106944342019,0.9565217391304348,0.0,0.6469072164948454
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.5,0.15,privsaf_dropout_hmm,0.9959082244008715,0.9821340031712518,1.0,0.0,0.8713910761154856
household_power,UCI Household Power,Global_active_power hourly sample,0.5,2,dropout,16,0.01,0.5,0.15,rolling_missing_fraction,0.9902723311546842,0.9302812396181005,1.0,0.0,0.7613065326633166
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.75,0.15,privsaf_dropout_hmm,0.9993239379084968,0.9962915065819319,1.0,0.0,0.926509186351706
household_power,UCI Household Power,Global_active_power hourly sample,0.5,0,dropout,16,0.01,0.75,0.15,rolling_missing_fraction,0.9953281590413944,0.9633176809453917,1.0,0.0,0.8325242718446602
