dataset_id,dataset,epsilon,segment_len,stuck_bin,stuck_value,output_bin_for_value,kl_qs_r,chernoff_qs_r,bucket_p_under_fault,bucket_p_under_normal,bucket_delta,bucket_auc,llr_auc,llr_auprc,auroc_gap,hard_case_flag
air_quality,UCI Air Quality,2.0,16,30,0.90625,22,0.9899973015251742,0.2516869092971264,0.0631105806495448,0.017640614562976123,0.04546996608656868,0.7380939999999999,0.999987,0.9999871186824807,0.26189300000000004,0.0
air_quality,UCI Air Quality,2.0,32,30,0.90625,22,0.9899973015251742,0.2516869092971264,0.0631105806495448,0.017640614562976123,0.04546996608656868,0.8182185,1.0,1.0,0.18178150000000004,0.0
air_quality,UCI Air Quality,2.0,64,30,0.90625,22,0.9899973015251742,0.2516869092971264,0.0631105806495448,0.017640614562976123,0.04546996608656868,0.9178689999999999,1.0,1.0,0.08213100000000007,0.0
air_quality,UCI Air Quality,2.0,8,31,0.96875,23,1.011555220035211,0.2562217663469524,0.08286434811293691,0.016855494491007112,0.0660088536219298,0.701935,0.998939,0.9989612756499539,0.29700400000000005,0.0
air_quality,UCI Air Quality,2.0,16,31,0.96875,23,1.011555220035211,0.2562217663469524,0.08286434811293691,0.016855494491007112,0.0660088536219298,0.7882745,0.999972,0.9999720175854748,0.21169749999999998,0.0
air_quality,UCI Air Quality,2.0,32,31,0.96875,23,1.011555220035211,0.2562217663469524,0.08286434811293691,0.016855494491007112,0.0660088536219298,0.8996165,1.0,1.0,0.10038349999999996,0.0
air_quality,UCI Air Quality,2.0,64,31,0.96875,23,1.011555220035211,0.2562217663469524,0.08286434811293691,0.016855494491007112,0.0660088536219298,0.9628395,1.0,1.0,0.03716050000000004,0.0
household_power,UCI Household Power,0.5,8,0,-0.96875,14,0.009780460527754952,0.0024574925190144503,0.028938861328175212,0.03714493404405545,-0.008206072715880239,0.45125499999999996,0.6048439999999999,0.5918482706941984,0.15358899999999998,0.0
household_power,UCI Household Power,0.5,16,0,-0.96875,14,0.009780460527754952,0.0024574925190144503,0.028938861328175212,0.03714493404405545,-0.008206072715880239,0.45291500000000007,0.6476360000000001,0.6390810668069821,0.19472100000000003,0.0
household_power,UCI Household Power,0.5,32,0,-0.96875,14,0.009780460527754952,0.0024574925190144503,0.028938861328175212,0.03714493404405545,-0.008206072715880239,0.4322085,0.718169,0.7025824763312858,0.28596049999999995,1.0
household_power,UCI Household Power,0.5,64,0,-0.96875,14,0.009780460527754952,0.0024574925190144503,0.028938861328175212,0.03714493404405545,-0.008206072715880239,0.40438849999999993,0.7776620000000001,0.7767679955504017,0.37327350000000015,1.0
household_power,UCI Household Power,0.5,8,1,-0.90625,14,0.007531073861252008,0.0018982780007838452,0.037814655599667145,0.03714493404405545,0.0006697215556116937,0.505602,0.603375,0.5901587343750041,0.097773,0.0
household_power,UCI Household Power,0.5,16,1,-0.90625,14,0.007531073861252008,0.0018982780007838452,0.037814655599667145,0.03714493404405545,0.0006697215556116937,0.5104409999999999,0.6474799999999999,0.633481920030065,0.13703900000000002,0.0
household_power,UCI Household Power,0.5,32,1,-0.90625,14,0.007531073861252008,0.0018982780007838452,0.037814655599667145,0.03714493404405545,0.0006697215556116937,0.4939855,0.686571,0.6747137404661929,0.19258550000000002,0.0
household_power,UCI Household Power,0.5,64,1,-0.90625,14,0.007531073861252008,0.0018982780007838452,0.037814655599667145,0.03714493404405545,0.0006697215556116937,0.5196175000000001,0.7599629999999999,0.744649905492154,0.24034549999999988,1.0
household_power,UCI Household Power,0.5,8,8,-0.46875,15,0.009371491462955635,0.0023594619186018857,0.04012579427149195,0.03255511386929049,0.007570680402201463,0.5351754999999999,0.612305,0.6108105717426695,0.07712950000000007,0.0
household_power,UCI Household Power,0.5,16,8,-0.46875,15,0.009371491462955635,0.0023594619186018857,0.04012579427149195,0.03255511386929049,0.007570680402201463,0.5350385000000001,0.636798,0.6271040088312017,0.10175949999999989,0.0
household_power,UCI Household Power,0.5,32,8,-0.46875,15,0.009371491462955635,0.0023594619186018857,0.04012579427149195,0.03255511386929049,0.007570680402201463,0.5572045,0.7108650000000001,0.6981707078265504,0.1536605000000001,0.0
household_power,UCI Household Power,0.5,64,8,-0.46875,15,0.009371491462955635,0.0023594619186018857,0.04012579427149195,0.03255511386929049,0.007570680402201463,0.585534,0.785639,0.7897303901121259,0.20010499999999998,0.0
household_power,UCI Household Power,0.5,8,16,0.03125,16,0.031839350391958544,0.008021129410955848,0.04012579427149195,0.03147008376830362,0.008655710503188335,0.5375565,0.694169,0.6973774905959704,0.15661250000000004,0.0
