method_category,method,dataset_id,fault_mode,epsilon,auroc_mean,auroc_std,auprc_mean,auprc_std,runtime_sec_mean,precision_at_fault_budget_mean,recall_at_fault_budget_mean,fault_rate_error_mean,bucket_acc_mean
channel_aware_baseline,ldp_distribution_surprise,household_power,segment_stuck,4.0,0.3732221137152778,0.32366511474535165,0.24172579278740014,0.1288760852487498,0.00026036666592214414,0.19340277777777778,0.19340277777777778,,
channel_aware_baseline,ldp_distribution_surprise,household_power,template_stuck,2.0,0.5208660662615742,0.06357669739349639,0.20181506729493445,0.02332553859217086,0.00017840000024686256,0.14097222222222222,0.14097222222222222,,
channel_aware_baseline,ldp_distribution_surprise,household_power,template_stuck,4.0,0.3615706380208334,0.17064676236918327,0.1810516898694959,0.03540117619904268,0.00025813333316667314,0.04097222222222222,0.04097222222222222,,
channel_aware_baseline,ldp_distribution_surprise,nab,bias,2.0,0.5811977358217593,0.01344491724155594,0.25594718871354694,0.007591158195954258,0.0001647333350168386,0.27569444444444446,0.27569444444444446,,
channel_aware_baseline,ldp_distribution_surprise,nab,bias,4.0,0.6869609013310186,0.018154981364556264,0.4267041981511082,0.013882319322874453,0.0001753999992312553,0.4083333333333334,0.4083333333333334,,
channel_aware_baseline,ldp_distribution_surprise,nab,iid_stuck,2.0,0.4918712926793982,0.13633604993431378,0.22208571277057346,0.0683182429036398,0.00016586666667232444,0.21597222222222223,0.21597222222222223,,
channel_aware_baseline,ldp_distribution_surprise,nab,iid_stuck,4.0,0.5053910771122685,0.24470724195354804,0.2848477177871806,0.1266425130903662,0.00017496666623628698,0.24756944444444443,0.24756944444444443,,
channel_aware_baseline,ldp_distribution_surprise,nab,segment_stuck,2.0,0.4887606698495371,0.09881887961068073,0.2137327384879851,0.046984843338266934,0.0001651666661928175,0.19236111111111112,0.19236111111111112,,
channel_aware_baseline,ldp_distribution_surprise,nab,segment_stuck,4.0,0.5593277090567129,0.24978092570572863,0.29555837539239943,0.10988160860797352,0.00017126666595383236,0.19131944444444446,0.19131944444444446,,
channel_aware_baseline,ldp_distribution_surprise,nab,template_stuck,2.0,0.6183579282407408,0.05623995590626496,0.27984554707515014,0.017576501711472615,0.00016570000055556497,0.31597222222222227,0.31597222222222227,,
channel_aware_baseline,ldp_distribution_surprise,nab,template_stuck,4.0,0.6447983579282407,0.07743465133792576,0.31891718852484,0.0736726378282968,0.00017360000128974207,0.18263888888888888,0.18263888888888888,,
