dataset_id,dataset,target,epsilon,seed,fault_mode,fault_rate,n_test,evidence_type,stuck_value,segment_length,bias,method,fault_ratio_true,fault_ratio_estimated,fault_ratio_abs_error,stuck_bucket_true,stuck_bucket_estimated,stuck_bucket_top1,posterior_brier,posterior_ece,template_source,template_range,template_flank_delta
air_quality,UCI Air Quality,C6H6(GT),4.0,1,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-0.9994979919678716,12.0,,privsaf_hmm,0.2001111728738188,0.3760028676806799,0.17589169480686112,0,0,1.0,0.16637851457734465,0.17589169480686112,native_flatline,0.0060240963855421326,0.14369979919678733
air_quality,UCI Air Quality,C6H6(GT),4.0,2,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-1.0,8.0,,privsaf_mixture,0.2001111728738188,0.35848484848484846,0.15837367561102966,0,0,1.0,0.16413273279156038,0.1626028345458842,native_flatline,0.0,0.15625
air_quality,UCI Air Quality,C6H6(GT),4.0,2,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-1.0,8.0,,privsaf_hmm,0.2001111728738188,0.367862383292221,0.16775121041840219,0,0,1.0,0.16765454989187759,0.16894062072690355,native_flatline,0.0,0.15625
air_quality,UCI Air Quality,C6H6(GT),4.0,0,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_mixture,0.2001111728738188,0.09363636363636363,0.10647480923745517,,0,,0.22197408416481806,0.2532168853745292,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,0,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_hmm,0.2001111728738188,0.17527806298423693,0.024833109889581872,,1,,0.3501905773817855,0.36611061387367794,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,1,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_mixture,0.2001111728738188,0.11454545454545453,0.08556571832836427,,0,,0.23357933719256926,0.2707062928169955,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,1,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_hmm,0.2001111728738188,0.15896702026287463,0.041144152610944174,,0,,0.33677930937616524,0.3507780884841849,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_mixture,0.2001111728738188,0.10757575757575756,0.09253541529806124,,0,,0.2267015748119702,0.2584531794040611,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,bias,0.2001111728738188,1799,random_synthetic_injection,,48.0,0.35,privsaf_hmm,0.2001111728738188,0.1851743799812977,0.014936792892521089,,1,,0.35520692149635397,0.37392852171868574,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_mixture,0.2,0.06575757575757575,0.13424242424242427,0,1,0.0,0.17370450966569956,0.1340305537245563,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_hmm,0.2,0.0822640531351177,0.11773594686488231,0,1,0.0,0.2036425833627862,0.19326663927300794,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_mixture,0.2,0.11454545454545453,0.08545454545454548,0,0,1.0,0.15752357720894003,0.08577819116317387,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_hmm,0.2,0.08047787346290347,0.11952212653709654,0,0,1.0,0.20137379052198853,0.18234873839230537,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_mixture,0.2,0.058787878787878785,0.14121212121212123,0,0,1.0,0.17397351516663856,0.14114629830381356,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,iid_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,,,privsaf_hmm,0.2,0.05473634609707526,0.14526365390292476,0,0,1.0,0.19042752815698236,0.16838892883104778,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_mixture,0.2,0.17727272727272728,0.022727272727272735,21,21,1.0,0.11456899568807032,0.02689435999173086,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_hmm,0.2,0.053772864306963854,0.14622713569303616,21,13,0.0,0.2028708658161354,0.19226597575999269,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_mixture,0.2,0.19121212121212122,0.008787878787878789,21,21,1.0,0.11668974812767301,0.020578038680668213,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_hmm,0.2,0.05890714662922358,0.14109285337077643,21,19,0.0,0.19144827960288882,0.17869155096336165,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_mixture,0.2,0.19121212121212122,0.008787878787878789,21,21,1.0,0.11920809878361392,0.02007722348025185,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,iid_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,,,privsaf_hmm,0.2,0.04833484686937184,0.15166515313062817,21,18,0.0,0.18896008104820325,0.17834310192322608,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_mixture,0.2,0.1006060606060606,0.09939393939393941,0,3,0.0,0.17048012134307025,0.09930768525090475,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_hmm,0.2,0.1982392062696756,0.0017607937303244225,0,0,1.0,0.0627542152252388,0.04493444385599048,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_mixture,0.2,0.1006060606060606,0.09939393939393941,0,1,0.0,0.16437310035037253,0.09932886333754382,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_hmm,0.2,0.17975066278383403,0.02024933721616598,0,0,1.0,0.06589555489091173,0.04776251073883305,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_mixture,0.2,0.07272727272727272,0.1272727272727273,0,0,1.0,0.16775227870913714,0.12711729313935177,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,2400,random_synthetic_injection,-0.9706606833646318,48.0,,privsaf_hmm,0.2,0.2035500560384592,0.003550056038459176,0,0,1.0,0.032186982743894296,0.02266262202527716,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_mixture,0.2,0.17727272727272728,0.022727272727272735,21,21,1.0,0.11220800487578776,0.034120039864167055,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_hmm,0.2,0.207456645075995,0.007456645075995,21,22,0.0,0.010797056300806225,0.013091185316658163,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_mixture,0.2,0.18424242424242424,0.015757575757575776,21,21,1.0,0.11587376559415463,0.02485653586235216,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_hmm,0.2,0.21128815853477415,0.011288158534774134,21,22,0.0,0.011797555262939498,0.011294994199066103,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_mixture,0.2,0.19818181818181818,0.0018181818181818299,21,21,1.0,0.11318043660146967,0.0189743005435262,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,2400,random_synthetic_injection,0.3726963067743015,48.0,,privsaf_hmm,0.2,0.20096891989432555,0.0009689198943255428,21,21,1.0,0.009179077534074136,0.0080661275493377,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,template_stuck,0.2,2400,template_based_semireal_injection,0.13007178336544478,48.0,,privsaf_mixture,0.2,0.20515151515151514,0.005151515151515129,18,17,0.0,0.12290034745525631,0.011143038411831573,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,0,template_stuck,0.2,2400,template_based_semireal_injection,0.13007178336544478,48.0,,privsaf_hmm,0.2,0.21033741003368334,0.010337410033683325,18,18,1.0,0.015285479282043714,0.013294445378915712,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,template_stuck,0.2,2400,template_based_semireal_injection,0.13007178336544478,48.0,,privsaf_mixture,0.2,0.19818181818181818,0.0018181818181818299,18,17,0.0,0.12487646155838641,0.013798885264231637,,,
household_power,UCI Household Power,Global_active_power hourly sample,2.0,1,template_stuck,0.2,2400,template_based_semireal_injection,0.13007178336544478,48.0,,privsaf_hmm,0.2,0.2104876839176573,0.010487683917657281,18,18,1.0,0.011225675558445423,0.01107405076917005,,,
