station,t0,t1,duration_hours,variable_expr,scalar_variable_count,variable_families,flag,comment,issue,issue_title,issue_url,relevance,commented_out,usable_for_pmldp_triage
QAS_M,2020-12-19T00:00:00+00:00,2020-12-22T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_M,2021-11-05T00:00:00+00:00,2021-11-07T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_M,2022-01-17T00:00:00+00:00,2022-01-19T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_M,2022-02-13T00:00:00+00:00,2022-04-02T00:00:00+00:00,1152.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_Mv3,2023-09-23T12:00:00+00:00,2024-05-01T12:00:00+00:00,5304.0,z_pt,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
QAS_Mv3,2023-11-03T00:00:00+00:00,2023-11-05T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2008-10-15T00:00:00+00:00,2009-02-18T00:00:00+00:00,3024.0,z_pt,0,,NAN,increasing noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2008-10-31T00:00:00+00:00,2008-11-04T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2008-11-25T00:00:00+00:00,2008-11-27T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2008-12-27T00:00:00+00:00,2008-12-29T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2009-04-25T00:00:00+00:00,2009-05-25T00:00:00+00:00,720.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2010-04-14T00:00:00+00:00,2010-04-18T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2010-10-17T00:00:00+00:00,2010-11-22T00:00:00+00:00,864.0,z_pt,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2011-04-10T00:00:00+00:00,2011-04-12T00:00:00+00:00,48.0,z_stake,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2012-02-14T00:00:00+00:00,2012-03-26T00:00:00+00:00,984.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2012-04-08T00:00:00+00:00,2012-05-16T00:00:00+00:00,912.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2012-05-19T00:00:00+00:00,2012-05-30T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2013-11-30T00:00:00+00:00,2013-12-05T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2014-04-18T00:00:00+00:00,2014-04-25T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2015-02-04T00:00:00+00:00,2015-08-23T12:00:00+00:00,4812.0,rh_u t_u wspd_u wdir_u p_u rh_i t_i wspd_i wdir_i p_i dsr usr dlr ulr z_boom_u,10,humidity pressure temperature wind_direction wind_speed,NAN,station fallen (bav confirmed with field notes),44,QAS_U radiation 2015,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/44,other_manual_flag,0,0
QAS_U,2015-11-21T00:00:00+00:00,2015-11-23T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2015-12-12T00:00:00+00:00,2016-06-05T00:00:00+00:00,4224.0,z_stake,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2016-08-10T00:00:00+00:00,2017-05-20T00:00:00+00:00,6792.0,z_pt,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2017-04-11T00:00:00+00:00,2017-04-22T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2017-04-26T00:00:00+00:00,2017-05-06T00:00:00+00:00,240.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2017-09-22T00:00:00+00:00,2018-05-08T00:00:00+00:00,5472.0,z_stake,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2017-11-02T00:00:00+00:00,2017-11-06T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2017-12-03T00:00:00+00:00,2017-12-05T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2018-10-03T00:00:00+00:00,2020-08-29T00:00:00+00:00,16704.0,rh_u,1,humidity,NAN,noisy values manually flagged by bav,103,QAS_U bad rh_u after 2019 and buried in winter/spring 2021,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/103,other_manual_flag,0,0
QAS_U,2019-03-20T00:00:00+00:00,2019-03-28T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2019-03-28T00:00:00+00:00,2019-05-16T00:00:00+00:00,1176.0,rh_u t_u wspd_u wdir_u p_u rh_i t_i wspd_i wdir_i p_i dsr usr dlr ulr z_boom_u,10,humidity pressure temperature wind_direction wind_speed,NAN,station buried (bav),103,QAS_U bad rh_u after 2019 and buried in winter/spring 2021,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/103,other_manual_flag,0,0
QAS_U,2020-05-04T00:00:00+00:00,2020-05-09T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2020-08-29T12:00:00+00:00,2021-10-01T00:00:00+00:00,9540.0,z_pt,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2020-11-03T06:00:00+00:00,2021-04-01T00:00:00+00:00,3570.0,z_stake,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2020-12-20T00:00:00+00:00,2020-12-25T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2020-12-29T00:00:00+00:00,2020-12-31T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2021-01-01T00:00:00+00:00,2021-06-21T00:00:00+00:00,4104.0,rh_u t_u wspd_u wdir_u p_u rh_i t_i wspd_i wdir_i p_i dsr usr dlr ulr z_boom_u,10,humidity pressure temperature wind_direction wind_speed,NAN,station buried (bav),103,QAS_U bad rh_u after 2019 and buried in winter/spring 2021,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/103,other_manual_flag,0,0
QAS_U,2021-09-02T00:00:00+00:00,2021-11-24T00:00:00+00:00,1992.0,z_stake,0,,NAN,noisy values manually flagged by bav,,,,other_manual_flag,0,0
QAS_U,2021-11-05T00:00:00+00:00,2021-11-07T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2022-01-11T00:00:00+00:00,2022-01-19T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2022-01-25T01:00:00+00:00,2022-08-31T21:00:00+00:00,5252.0,z_boom_u,0,,NAN,manually adjusted by bav,3,"When two SR50s are connected to one logger box, and one fails, it then reports the values from the non-failed SR50.",https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/3,other_manual_flag,0,0
QAS_U,2022-02-01T00:00:00+00:00,2022-02-11T00:00:00+00:00,240.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2022-02-14T00:00:00+00:00,2022-04-21T00:00:00+00:00,1584.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2022-04-24T00:00:00+00:00,2022-05-17T00:00:00+00:00,552.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_U,2022-10-29T00:00:00+00:00,2022-10-31T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_Uv3,2020-10-19T00:00:00+00:00,2020-10-21T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_Uv3,2020-12-19T00:00:00+00:00,2020-12-26T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_Uv3,2021-01-01T00:00:00+00:00,2021-05-01T00:00:00+00:00,2880.0,rh_u t_u wspd_u wdir_u p_u rh_i t_i wspd_i wdir_i p_i dsr usr dlr ulr z_boom_u t_rad,11,humidity other pressure temperature wind_direction wind_speed,NAN,station buried,105,QAS_Uv3 buried in 2021-01 ? ,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/105,other_manual_flag,0,0
QAS_Uv3,2021-08-31T00:00:00+00:00,2021-09-03T00:00:00+00:00,72.0,z_stake,0,,NAN,,,,,other_manual_flag,0,0
QAS_Uv3,2021-11-06T00:00:00+00:00,2021-11-08T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
QAS_Uv3,2022-01-28T00:00:00+00:00,2022-05-01T00:00:00+00:00,2232.0,dlr ulr usr dsr usr_cor dsr_cor t_rad,1,other,CONFIRMED,radiometer buried ? (bav),,,,other_manual_flag,0,0
QAS_Uv3,2023-12-18T00:00:00+00:00,2023-12-22T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
RED_Lv3,,,,,0,,,,,,,other_manual_flag,0,0
Roof_GEUS,2022-11-09T12:00:00+00:00,,,,0,,,,,,,other_manual_flag,0,0
SCO_L,,2010-07-26T14:00:00+00:00,,wspd_u,1,wind_speed,CHECKME,manually flagged by bav,106,"SCO_L shift in wdir in summer 2014, 2019, 2020",https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/106,other_manual_flag,0,0
SCO_L,2008-11-05T00:00:00+00:00,2008-11-10T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-01-10T00:00:00+00:00,2009-01-12T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-02-16T00:00:00+00:00,2009-02-24T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-03-21T00:00:00+00:00,2009-03-27T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-04-05T00:00:00+00:00,2009-04-09T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-04-16T00:00:00+00:00,2009-04-18T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-04-21T00:00:00+00:00,2009-04-23T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-09-18T00:00:00+00:00,2009-09-20T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-10-13T00:00:00+00:00,2009-10-16T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-10-30T00:00:00+00:00,2009-11-02T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2009-11-05T00:00:00+00:00,2009-11-09T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2010-01-15T00:00:00+00:00,2010-01-22T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2010-03-04T00:00:00+00:00,2010-03-07T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2010-12-08T00:00:00+00:00,2010-12-10T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-01-16T00:00:00+00:00,2011-01-21T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-02-25T00:00:00+00:00,2011-02-27T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-04-06T00:00:00+00:00,2011-04-18T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-10-20T00:00:00+00:00,2011-10-23T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-10-26T00:00:00+00:00,2011-10-28T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-11-04T00:00:00+00:00,2011-11-12T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2011-12-21T00:00:00+00:00,2011-12-23T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-01-14T00:00:00+00:00,2012-01-16T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-01-30T00:00:00+00:00,2012-02-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-02-26T00:00:00+00:00,2012-02-29T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-03-04T00:00:00+00:00,2012-03-08T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-04-08T00:00:00+00:00,2012-04-10T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2012-06-20T00:00:00+00:00,2012-08-30T00:00:00+00:00,1704.0,z_stake,0,,NAN,manually flagged by bav,,,,other_manual_flag,0,0
SCO_L,2012-10-06T00:00:00+00:00,2012-10-08T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2013-01-18T00:00:00+00:00,2013-01-20T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
SCO_L,2013-02-09T00:00:00+00:00,2013-02-12T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
