panel,dataset_id,dataset,case,epsilon,seed,method,calibration,label_rule,n_calibration,n_test,fault_rows,fault_rate,normalization_p01,normalization_p99,auroc,auprc,recall_at_5pct_fpr,precision_at_k,estimated_bucket,estimated_fault_rate,runtime_sec
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,1,generic_pm_hmm,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9364751777233998,0.7926908107579357,0.812862950058072,0.7611788617886179,31,0.220847093336304,5.757174099999247
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,1,privsaf_mixture,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.7847788174985174,0.3803533452035551,0.3160569105691057,0.44831591173054586,31,0.12848484848484848,0.01176829999894835
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,1,privsaf_hmm_global,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9367726259483646,0.8022626929519786,0.8373983739837398,0.7790360046457607,31,0.19220712568086107,1.2827250999980606
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,1,privsaf_hmm_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8408940419212292,0.5587641373252956,0.46689895470383275,0.5464576074332171,31,0.7223566807973634,0.8848148999968544
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,pm_column_likelihood_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.7390173359851444,0.2874698367772932,0.1833623693379791,0.289924506387921,6,0.1919223220741659,0.006813700005295686
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,pm_llr_cusum,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.6629104985526129,0.21700244585405898,0.08899535423925668,0.2179152148664344,31,0.2,0.15147199999773875
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,pm_window_glr,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9756726964650754,0.9617345762479476,0.9480255516840883,0.9277003484320557,31,0.1999173639086871,0.8850444000127027
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,generic_pm_hmm,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9387835984906564,0.7941650465975517,0.8443670150987224,0.7759872241579558,31,0.22132195931138196,5.808697799991933
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,privsaf_mixture,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.7818575210658427,0.3783452031188196,0.3089430894308943,0.44686411149825783,31,0.1215151515151515,0.014632200007326901
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,privsaf_hmm_global,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9394102326357671,0.8100869573007684,0.8658536585365854,0.7990708478513356,31,0.19075931533364635,1.2556365999917034
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,2.0,2,privsaf_hmm_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8543304028908074,0.5441135650769324,0.4603658536585366,0.5445702671312428,31,0.7281301492021988,1.1259199000051012
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,pm_column_likelihood_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8763078248846862,0.5687768659154461,0.6461962833914053,0.6470673635307782,31,0.16564404503666977,0.007907799998065457
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,pm_llr_cusum,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.37178771233378305,0.12118887709463547,0.03847270615563299,0.09814169570267131,31,0.2,0.18949570000404492
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,pm_window_glr,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9770842073788281,0.9660034509461205,0.951945412311266,0.9488966318234611,31,0.19993802293151533,1.0264080999913858
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,generic_pm_hmm,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9430217522525581,0.8480220766211999,0.9044715447154471,0.8253484320557491,31,0.19421849853046536,4.97164960000373
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,privsaf_mixture,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8979294654272713,0.6917331665769378,0.8093786295005807,0.747096399535424,31,0.12848484848484848,0.015357899988885038
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,privsaf_hmm_global,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.9456319398932533,0.8483191013399445,0.9112950058072009,0.8389953542392566,31,0.16386653274849786,1.0156763999984832
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,0,privsaf_hmm_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8387167961673732,0.6029911778717736,0.6075783972125436,0.6215156794425087,31,0.9015406307092431,1.0905395000008866
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,1,pm_column_likelihood_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.8743364195549299,0.5651969345346095,0.6475029036004646,0.6477932636469221,31,0.16651172399545502,0.006235499997274019
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2004,4.0,1,pm_llr_cusum,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,12123,48405,6888,0.14229934924078091,-0.03168004989624043,2.5809998893737793,0.3678748070036211,0.12040893557688973,0.03716608594657375,0.09552845528455285,31,0.2,0.13913339999271557
